validation_case_id,security_id,ticker,asof_date,candidate_id,base_id,lineage_id,pattern,pattern_status,structural_end,pivot_level,pivot_source_date,pivot_crossed_intraday,volume_ratio,C_screen_state,A_screen_state,L_individual_leadership_state,rs_rating_proxy_percentile,M_market_state,M_entry_state,candidate_stage,eligibility_reason_codes,annual_eps_growth_measure,evidence_adapter_reason_codes
0007acd71e316664,VGG2788T1113,DOGZ,2021-06-30,0914990256545b7507f43314,base_0c3f1ee009021333020e,lineage_5ccd96f942c52a7be883,FLAT_BASE,REJECTED,2020-07-31,24.0,2020-04-27,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,65.3846153846,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_REJECTED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0038a2112560d69a,US64125C1099,NBIX,2021-06-30,76e636bdf5c770f9401b61c4,base_eeca2e899a8fff3d6725,lineage_33c70a39907968980b2e,CUP_WITHOUT_HANDLE,AMBIGUOUS,2021-06-30,119.98999786,2021-02-10,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,52.2307692308,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_AMBIGUOUS""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0006c067633930f6,US1570851014,CERS,2021-06-30,844e0d131d4dc3cfea5af798,base_24e57ad40f79cda3412d,lineage_2ed117bf611ab409b5c0,DOUBLE_BOTTOM,RECOGNIZED,2021-05-04,8.40999985,2021-02-08,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,24.6153846154,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0013989758845d6d,US1570851014,CERS,2021-12-31,40c0a3a11852eaa68bb0f313,base_3d3c6c1ea0a5e24991aa,lineage_c0a3f934bb1fbf73a2c1,DOUBLE_BOTTOM,RECOGNIZED,2021-06-22,6.36999989,2021-04-28,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,37.3076923077,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,"[""BREAKOUT_ALREADY_OCCURRED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0001a55481cc5005,US64125C1099,NBIX,2021-12-31,40f130f30b32bebbe1dd3918,base_6659968e7b9bce7678a8,lineage_78e8c35e59a17cf84aae,DOUBLE_BOTTOM,REJECTED,2020-12-09,100.0,2020-12-03,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,69.5384615385,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_REJECTED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
027b4c6c6551943a,US3755581036,GILD,2021-12-31,738f423dd92e5c81b430cb5d,base_9a2d22d4314e21df03fe,lineage_22d104be9fa2bb25e4a7,CUP_WITH_HANDLE,RECOGNIZED,2021-12-31,69.36000061,2021-02-05,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,61.8461538462,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,"[""BREAKOUT_ALREADY_OCCURRED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
017b3c66a49704da,US03211Q2003,AMPG,2022-03-31,209eb6cc8e819d0ccf527a2a,base_72b1cba0c6ef10869362,lineage_425ce2cd36a900006303,DOUBLE_BOTTOM,RECOGNIZED,2022-03-25,3.97900009,2022-01-12,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,25.4615384615,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
019d94da8722b41e,US64125C1099,NBIX,2022-06-30,279c55d5438c58391399786c,base_d80eb5ad3ad5823c5743,lineage_689267965dba8fb04f38,FLAT_BASE,AMBIGUOUS,2022-04-08,81.05999756,2022-01-13,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,72.3076923077,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_AMBIGUOUS""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
00097a3219b0a3ec,US23291C1036,BOOM,2022-06-30,0ab01bfac1560ae0e01a9126,base_a5df8d77d28ee11e461a,lineage_b5196709b1d0b6170fb7,DOUBLE_BOTTOM,RECOGNIZED,2021-11-02,57.18000031,2021-07-14,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,43.3846153846,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0005fb5fe2bed0b3,US23291C1036,BOOM,2022-09-30,f9d33d21faea4f8b5591c9e6,base_4f736f0fd35da4ef79c4,lineage_a4fb68a50abfbb8793dc,CUP_WITH_HANDLE,AMBIGUOUS,2022-06-28,47.45999908,2021-11-09,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,30.1538461538,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_AMBIGUOUS""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0003cf8253fdcead,US98955K1043,ZVIA,2022-09-30,d7e410b61211cb9c41d96b23,base_5f182237253828863b7f,lineage_5fd5abe2ea49f80fa87e,FLAT_BASE,REJECTED,2022-01-05,14.38000011,2021-07-26,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,1.5384615385,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_REJECTED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0007703342cae6d5,VGG2788T1113,DOGZ,2022-12-30,1a486846ead7db52076bc45a,base_8b14977fb4ae185fb1c9,lineage_7e9fd45fe9aabce6aa94,DOUBLE_BOTTOM,REJECTED,2022-12-01,37.0,2022-08-08,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,0.6153846154,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_REJECTED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
000143d618037bd2,US64125C1099,NBIX,2022-12-30,22f4b6f91e413f72730384c0,base_49f6ccc0c19a81a2d66c,lineage_882bfbc2da31e0153a29,FLAT_BASE,AMBIGUOUS,2022-08-09,100.0,2022-06-27,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,94.1538461538,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_AMBIGUOUS""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_PASS"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
00042e7a93b975b8,CA53229C1077,LSPD,2023-03-31,138813118b588a4fee12cecf,base_ebd4d8e8b8d3574a902e,lineage_b0e6d4e6ad4ea2df604c,DOUBLE_BOTTOM,REJECTED,2022-12-28,17.61000061,2022-12-02,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,20.1538461538,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_REJECTED""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0017d93910727c8a,VGG2788T1113,DOGZ,2023-03-31,f3d39e51b64aa802cc6bdf4f,base_55d24908e9f5964e299a,lineage_45d845bb6f2422f8d4d7,DOUBLE_BOTTOM,RECOGNIZED,2023-03-28,21.16600037,2023-01-31,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,3.6923076923,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0006105f3561329c,US26622P1075,DOCS,2023-06-30,c2cbafa798b313c9fc1e4caa,base_fd0ed5d45aa7090934fd,lineage_1c46268e792d76818ea0,CUP_WITH_HANDLE,AMBIGUOUS,2023-03-23,35.43000031,2022-11-11,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,42.4615384615,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,NOT_ELIGIBLE,"[""PATTERN_AMBIGUOUS""]",,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
002150b97cfe57a4,US26622P1075,DOCS,2023-06-30,df11a125fe500776ee968f24,base_7e48af6f551889711a5c,lineage_741f0a8599e002f68198,DOUBLE_BOTTOM,RECOGNIZED,2023-01-06,38.77000046,2022-08-12,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,42.4615384615,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
0025aa3bbd8d81f2,US05637B1052,BLZE,2023-06-30,d305e66ca9e3ea4f81fc5417,base_7c30174f0f1bd0250823,lineage_357b247677052a30d74e,DOUBLE_BOTTOM,RECOGNIZED,2023-05-04,8.19999981,2022-08-12,False,,NOT_EVALUABLE,NOT_EVALUABLE,FAIL,5.2307692308,CONFIRMED_UPTREND,ALLOW_NEW_BUYS,PIVOT_DEFINED,[], ,"[""C_NOT_PIT_AVAILABLE"",""A_3Y_EPS_CAGR_NOT_EVALUABLE"",""L_RS_PERCENTILE_LT_80"",""M_CONFIRMED_UPTREND"",""I_NOT_PIT_EVALUABLE""]"
